Z,dT,I,time
-0.010752475228434004,0.025717496871948242,0.0,1749983798.7779377
-0.010620166910516952,0.019596099853515625,0.0,1749983798.800202
-0.010620166910516952,0.015458822250366211,0.0,1749983798.8228774
-0.010496476246136836,0.014397859573364258,0.0,1749983798.8447144
-0.010496476246136836,0.013424873352050781,0.0,1749983798.8673396
-0.01062880378638737,0.015382051467895508,0.0,1749983798.8894622
-0.010496476246136836,0.02135014533996582,0.0,1749983798.9114804
-0.010480444393158239,0.014916419982910156,0.0,1749983798.9338512
-0.010620166910516952,0.016219139099121094,0.0,1749983798.956008
-0.010487838717021728,0.01564955711364746,0.0,1749983798.978093
-0.010480444393158239,0.014858007431030273,0.0,1749983799.001066
-0.010698713841708412,0.018334388732910156,0.0,1749983799.0227349
-0.010487838717021728,0.014825582504272461,0.0,1749983799.045513
-0.01062880378638737,0.02090740203857422,0.0,1749983799.0670433
-0.010620166910516952,0.013791799545288086,0.0,1749983799.090256
-0.010620166910516952,0.01570415496826172,0.0,1749983799.1116073
-0.01062880378638737,0.0164339542388916,0.0,1749983799.1329992
-0.010534100350305156,0.014374256134033203,0.0,1749983799.155701
-0.010603976280413556,0.015283823013305664,0.0,1749983799.176781
-0.010744704803616915,0.014263391494750977,0.0,1749983799.1990435
-0.010487838717021728,0.014985322952270508,0.0,1749983799.2200832
-0.010496476246136836,0.013595342636108398,0.0,1749983799.243826
-0.010620166910516952,0.0131683349609375,0.0,1749983799.2650356
-0.010620166910516952,0.015857458114624023,0.0,1749983799.2862241
-0.010744704803616915,0.013524293899536133,0.0,1749983799.308118
-0.010744704803616915,0.023928403854370117,0.0,1749983799.330079
-0.010620166910516952,0.015066146850585938,0.0,1749983799.352981
-0.010620166910516952,0.021331310272216797,0.0,1749983799.3748572
-0.010612584488252147,0.01254415512084961,0.0,1749983799.39696
-0.010612584488252147,0.01254415512084961,0.0,1749983799.42009
-0.01062880378638737,0.013851642608642578,0.0,1749983799.443182
-0.01062880378638737,0.01359868049621582,0.0,1749983799.464726
-0.010620166910516952,0.016627788543701172,0.0,1749983799.4866033
-0.010620166910516952,0.013090133666992188,0.0,1749983799.5086162
-0.010620166910516952,0.01854991912841797,0.0,1749983799.530435
-0.010534100350305156,0.01591634750366211,0.0,1749983799.5523093
-0.010620166910516952,0.01328897476196289,0.0,1749983799.57433
-0.010620166910516952,0.019709348678588867,0.0,1749983799.597046
-0.010401802010500153,0.013360023498535156,0.0,1749983799.6188421
-0.01062880378638737,0.018580198287963867,0.0,1749983799.6407928
-0.010752475228434004,0.012772560119628906,0.0,1749983799.6632576
-0.010706207600221148,0.013860464096069336,0.0,1749983799.6844027
-0.010761111492570847,0.013420343399047852,0.0,1749983799.7077034
-0.010487838717021728,0.014548063278198242,0.0,1749983799.72945
-0.010620166910516952,0.025602102279663086,0.0,1749983799.7515476
-0.01062880378638737,0.01364755630493164,0.0,1749983799.7743487
-0.01062880378638737,0.019505977630615234,0.0,1749983799.7959769
-0.010487838717021728,0.01507568359375,0.0,1749983799.8184817
-0.01055785108271892,0.01347661018371582,0.0,1749983799.840593
-0.010603976280413556,0.013057470321655273,0.0,1749983799.8613105
-0.01062880378638737,0.013370513916015625,0.0,1749983799.8835213
-0.01062880378638737,0.02933788299560547,0.0,1749983799.9065979
-0.010620166910516952,0.014892101287841797,0.0,1749983799.9288893
-0.010496476246136836,0.021970510482788086,0.0,1749983799.9513783
-0.01062880378638737,0.015186548233032227,0.0,1749983799.9732502
-0.010714928278506225,0.014603137969970703,0.0,1749983799.9945924
-0.010714928278506225,0.019296646118164062,0.0,1749983800.0169973
-0.010487838717021728,0.01469564437866211,0.0,1749983800.0389225
-0.010698713841708412,0.019783973693847656,0.0,1749983800.0618682
-0.010603976280413556,0.013320446014404297,0.0,1749983800.0835514
-0.010603976280413556,0.01272892951965332,0.0,1749983800.1053658
-0.010603976280413556,0.013408422470092773,0.0,1749983800.1275835
-0.010603976280413556,0.013408422470092773,0.0,1749983800.1500714
-0.010690021949538884,0.029864788055419922,0.0,1749983800.1725564
-0.010690021949538884,0.014109611511230469,0.0,1749983800.1939313
-0.010690021949538884,0.013985395431518555,0.0,1749983800.215737
-0.010714928278506225,0.026523828506469727,0.0,1749983800.2373862
-0.010714928278506225,0.014910221099853516,0.0,1749983800.2606423
-0.01062880378638737,0.014813899993896484,0.0,1749983800.2818117
-0.010761111492570847,0.014441728591918945,0.0,1749983800.3036625
-0.010714928278506225,0.015472650527954102,0.0,1749983800.324777
-0.010731141051393606,0.013561725616455078,0.0,1749983800.3470154
-0.010731141051393606,0.02007603645324707,0.0,1749983800.369036
-0.010653686363684271,0.012910842895507812,0.0,1749983800.3907433
-0.010653686363684271,0.013372182846069336,0.0,1749983800.412493
-0.010653686363684271,0.020657777786254883,0.0,1749983800.434779
-0.010669931105249624,0.015163898468017578,0.0,1749983800.4571643
-0.010537229006156881,0.01995563507080078,0.0,1749983800.479864
-0.010669931105249624,0.01259613037109375,0.0,1749983800.5022624
-0.01076356160458612,0.020833730697631836,0.0,1749983800.5245097
-0.010553284542779944,0.02699446678161621,0.0,1749983800.545845
-0.01056200658415298,0.014170408248901367,0.0,1749983800.5679593
-0.010711166553735644,0.014354467391967773,0.0,1749983800.5900178
-0.010624866979856132,0.013282537460327148,0.0,1749983800.6127913
-0.010719916823524146,0.013669729232788086,0.0,1749983800.634502
-0.010392038316298419,0.014757394790649414,0.0,1749983800.655994
-0.010392038316298419,0.020959854125976562,0.0,1749983800.67867
-0.010182331701992843,0.014323234558105469,0.0,1749983800.6997318
-0.010182331701992843,0.017016887664794922,0.0,1749983800.72354
-0.009282618303787129,0.013027667999267578,0.0,1749983800.7451875
-0.008934733903302664,0.014959573745727539,0.0,1749983800.766214
-0.008568921363093894,0.021999597549438477,0.0,1749983800.7885194
-0.007919293016978106,0.014504432678222656,0.0,1749983800.810725
-0.007670600243937958,0.01479482650756836,0.0,1749983800.8333747
-0.007241838511174109,0.015355110168457031,0.0,1749983800.8551884
-0.007241838511174109,0.013034582138061523,0.0,1749983800.8772004
-0.00714685867579184,0.015478372573852539,0.0,1749983800.898596
-0.00714685867579184,0.02426743507385254,0.0,1749983800.9205818
-0.007220909306766764,0.01663064956665039,0.0,1749983800.9426084
-0.007227902716349254,0.013382196426391602,0.0,1749983800.9634652
-0.007227902716349254,0.014286518096923828,0.0,1749983800.9854403
-0.0072912364936895315,0.014008283615112305,0.0,1749983801.0090506
-0.0072912364936895315,0.018096446990966797,0.0,1749983801.0296602
-0.007248987310248126,0.015152692794799805,0.0,1749983801.0516717
-0.007517052691906391,0.02094721794128418,0.0,1749983801.0738573
-0.007400844342391159,0.014000177383422852,0.0,1749983801.0946822
-0.00727011888836592,0.01727461814880371,0.0,1749983801.1174293
-0.00727011888836592,0.014942407608032227,0.0,1749983801.13877
-0.007379698451890111,0.018408536911010742,0.0,1749983801.16061
-0.007305436345850432,0.013634681701660156,0.0,1749983801.1827636
-0.0075676391996290174,0.01697993278503418,0.0,1749983801.205032
-0.007245293811809951,0.014452457427978516,0.0,1749983801.226638
-0.0071138080435702074,0.01684117317199707,0.0,1749983801.2486398
-0.007347849976898227,0.013704776763916016,0.0,1749983801.272423
-0.007347849976898227,0.015423774719238281,0.0,1749983801.2951643
-0.007169588790577492,0.014277935028076172,0.0,1749983801.3171048
-0.007169588790577492,0.01330709457397461,0.0,1749983801.3397903
-0.007095124968247711,0.014778375625610352,0.0,1749983801.361372
-0.007095124968247711,0.015070199966430664,0.0,1749983801.3829694
